corr,alpha,beta,phi,half_life_bars,n_obs,adf_stat_x,adf_p_x,adf_cv_5pct_x,sym1,sym2,timeframe,adf_stat_y,adf_p_y,adf_cv_5pct_y,n_obs_adf
0.9965525315687044,0.1367460878003896,0.9668878857960864,0.8786587677092103,5.358336048301172,256,,,,BRENT_F6,XBRUSD,D1,-4.0230412766046,0.0012945515989263349,-2.8729420379793598,256
0.9964028992820014,0.1836610138803314,0.968770720450753,0.913976360521454,7.705867434096485,258,,,,XAUCHF,XAUEUR,D1,-3.087023927202687,0.027528498667623996,-2.8729420379793598,258
0.99610632535376,0.1692397988377019,0.958520962568564,0.8645009521114299,4.760532320432882,258,,,,WTI_Z5,XTIUSD,D1,-3.8886695901174972,0.002119833243154554,-2.8729420379793598,258
0.9943081424484576,0.7726585293128108,0.9075701558626518,0.9170289255072396,8.002506132137457,258,,,,XAGAUD,XAGUSD,D1,-2.606148955613057,0.09173305135207405,-2.8729872043802356,258
0.9939430305663896,1.32339863568893,0.8511302218755211,0.9478058563183828,12.930501700133588,258,,,,XAUEUR,XAUGBP,D1,-2.6081515176584933,0.09132419105294481,-2.8728527662442334,258
0.9931716542684064,3.030721772554708,0.8358032993622796,0.9768355396051372,29.57494452924879,222,,,,DXY_Z5,USDDKK,D1,-0.8338844372325711,0.8089656213337802,-2.875606128263243,222
0.9919041100055696,1.2417540069600586,0.7476690242418865,0.9366470330124383,10.590683600287257,258,,,,US500,USTEC,D1,-2.9930550426479976,0.03554808173308556,-2.8728527662442334,258
0.991209395558774,0.7665978621165892,1.2282931711794884,0.9726428227937778,24.98876504516974,223,,,,USDCZK,USDDKK,D1,-1.0064945358946926,0.7508882041815421,-2.87495318813585,223
0.9908952632860614,-2.4953130359012325,0.9512500995110552,0.9554460986481124,15.208290738209074,223,,,,USDCZK,USDHUF,D1,-2.051234041820538,0.26457000436148037,-2.874648939216792,223
0.9907750283272092,-3.659294797789518,0.8763759641524691,0.9299544803585744,9.544899722304423,258,,,,XAUGBP,XAUJPY,D1,-3.283680915505234,0.015623884604249468,-2.8728527662442334,258
0.9899442704932436,0.3573864340542392,0.926295148321206,0.9588509958038306,16.495809897876168,258,,,,XBRUSD,XTIUSD,D1,-1.8230056785082707,0.36910130081611203,-2.8728972266578676,258
0.9893665421164288,0.3195196826460318,0.935461563433665,0.8981441587453434,6.452401005028018,256,,,,BRENT_F6,WTI_Z5,D1,-1.1913494334371246,0.6773058530625847,-2.8737103617125186,256
0.9893354951515444,-2.275429707124127,1.1062897805883345,0.8908334370482988,5.9961965593915965,223,,,,USDCHF,USDDKK,D1,-4.061832768996526,0.0011191913325409612,-2.87495318813585,223
0.9881491402292956,-0.1217145373341175,1.0162013592564183,0.923552157597937,8.715762454890157,258,,,,WTI_Z5,XBRUSD,D1,-2.322809570582398,0.1647169190632205,-2.8728972266578676,258
0.9879766408331344,1.4812565738167756,0.8225593006404445,0.9433946854618942,11.89532759250674,258,,,,XAUCHF,XAUGBP,D1,-2.724358608214904,0.06991717942843025,-2.8728527662442334,258
0.9874422196638628,0.4721919938086847,0.8980112088448966,0.9329470253551648,9.986724580414458,256,,,,BRENT_F6,XTIUSD,D1,-2.9836893072597954,0.036445945221080446,-2.8729420379793598,256
0.9870709473750904,-0.0176891632730491,1.0935793925444357,0.9680878911105768,21.37205994970748,258,,,,XAUAUD,XAUGBP,D1,-1.4853845499498373,0.5407286063983556,-2.8729872043802356,258
